team_size,team_members_absent_same_period,team_critical_employees_absent,is_critical_period,duration_days,employee_seniority_months,absences_last_6_months,late_arrivals_last_30_days,approved_requests_last_year,rejected_requests_last_year,anomaly_score_last_30_days,days_until_period_end,start_date,approved,request_id,request_type,employee_id,employee_department,end_date
10,1,0,False,4,90,2,2,7,1,0.0812958927469027,1,2026-06-26,1,12482,TELETRAVAIL,1153,Engineering,2026-06-29
7,6,1,True,12,1,9,2,1,3,0.9420267959647401,5,2026-05-19,0,12483,TELETRAVAIL,1050,Engineering,2026-05-30
8,1,0,True,13,45,6,1,2,1,0.6495841199400798,6,2026-05-27,1,12484,TELETRAVAIL,1041,Finance,2026-06-08
4,1,0,True,5,52,3,2,5,2,0.45746028924754856,9,2026-05-29,0,12485,CONGE,1195,Finance,2026-06-02
10,0,0,False,3,31,2,1,8,0,0.17162973016739566,26,2026-06-09,1,12486,CONGE,1194,Operations,2026-06-11
6,0,0,False,5,56,2,0,6,0,0.3115995356736521,6,2026-06-11,1,12487,TELETRAVAIL,1068,Support,2026-06-15
4,2,2,True,7,31,10,9,2,5,0.5088171967533058,2,2026-05-20,0,12488,TELETRAVAIL,1092,Operations,2026-05-26
4,1,0,True,5,15,4,0,2,1,0.4561809012322462,6,2026-05-26,1,12489,TELETRAVAIL,1038,Finance,2026-05-30
3,1,1,False,10,9,9,8,1,3,0.6136324608717609,4,2026-05-24,0,12490,AUTORISATION,1112,Support,2026-06-02
4,3,2,False,5,7,4,8,1,5,0.8455363263272025,6,2026-05-24,0,12491,TELETRAVAIL,1140,Engineering,2026-05-28
8,1,0,False,1,79,1,1,5,0,0.05481741565281624,23,2026-05-22,1,12492,CONGE,1185,Sales,2026-05-22
8,0,0,False,3,39,1,1,4,1,0.3256378486602016,15,2026-05-28,1,12493,CONGE,1058,Operations,2026-05-30
5,1,0,True,8,30,2,1,3,3,0.6395974242340701,0,2026-06-07,1,12494,TELETRAVAIL,1053,Support,2026-06-14
7,5,2,False,4,10,6,3,3,2,0.8627655767914351,3,2026-05-24,0,12495,CONGE,1053,Finance,2026-05-27
7,1,0,True,5,30,3,1,4,3,0.585611015155449,8,2026-06-04,0,12496,TELETRAVAIL,1109,Support,2026-06-08
10,1,0,False,3,106,2,1,4,1,0.15683268718146914,24,2026-05-24,1,12497,TELETRAVAIL,1079,Sales,2026-05-26
9,0,0,False,4,104,1,1,5,1,0.17285044655888054,10,2026-06-11,1,12498,CONGE,1115,Finance,2026-06-14
7,6,2,True,8,30,8,6,3,3,0.922106116894707,3,2026-05-23,0,12499,CONGE,1031,Engineering,2026-05-30
7,6,1,True,10,7,9,6,1,5,0.5228926880950389,3,2026-05-25,0,12500,CONGE,1037,Support,2026-06-03
11,0,0,False,2,37,0,1,7,1,0.36850473657749155,15,2026-06-07,1,12501,TELETRAVAIL,1175,Sales,2026-06-08
8,0,0,False,4,31,3,0,3,0,0.26689428376572627,11,2026-05-29,1,12502,TELETRAVAIL,1114,Finance,2026-06-01
9,1,0,False,5,67,1,1,7,1,0.06864992894751532,2,2026-06-02,1,12503,TELETRAVAIL,1185,Operations,2026-06-06
7,1,1,True,7,10,5,4,2,2,0.372229835042098,8,2026-05-24,0,12504,TELETRAVAIL,1078,Support,2026-05-30
9,1,0,True,5,37,3,3,4,3,0.6687526525144054,4,2026-05-25,1,12505,CONGE,1152,Finance,2026-05-29
9,1,0,True,8,55,3,2,6,1,0.43026323689009044,6,2026-05-28,0,12506,AUTORISATION,1089,Sales,2026-06-04
5,1,0,True,11,34,5,2,3,3,0.6620405161879059,4,2026-05-24,0,12507,AUTORISATION,1019,Support,2026-06-03
8,1,0,False,5,41,3,1,6,0,0.11724130128387628,20,2026-06-30,1,12508,AUTORISATION,1017,Operations,2026-07-04
6,0,0,False,3,117,1,0,7,0,0.06714657377776674,18,2026-06-28,1,12509,TELETRAVAIL,1134,Engineering,2026-06-30
6,0,0,False,5,73,0,2,5,1,0.14814981486341217,19,2026-05-31,1,12510,TELETRAVAIL,1076,Engineering,2026-06-04
8,1,1,True,13,11,2,2,5,1,0.3147231392669642,5,2026-06-03,0,12511,AUTORISATION,1092,Finance,2026-06-15
9,0,0,False,2,98,2,2,5,1,0.08302208766038635,27,2026-05-23,1,12512,AUTORISATION,1069,Support,2026-05-24
8,4,1,False,8,24,9,7,2,4,0.9144415104003276,4,2026-05-21,0,12513,CONGE,1103,Engineering,2026-05-28
6,0,0,False,4,21,1,0,5,0,0.18009190113581833,19,2026-06-20,1,12514,CONGE,1192,Finance,2026-06-23
5,3,1,True,3,30,4,3,3,5,0.5227303270729584,5,2026-05-24,0,12515,AUTORISATION,1099,Support,2026-05-26
11,1,0,False,2,33,0,0,5,1,0.09569732318533108,20,2026-06-28,1,12516,AUTORISATION,1046,Finance,2026-06-29
3,2,2,False,14,24,7,8,2,4,0.6578097007377963,4,2026-05-26,0,12517,TELETRAVAIL,1026,Support,2026-06-08
9,0,0,False,2,115,0,2,8,0,0.13501549285246947,22,2026-06-02,1,12518,CONGE,1189,Engineering,2026-06-03
8,5,2,True,7,12,9,6,2,4,0.8452460362107109,4,2026-05-19,0,12519,CONGE,1189,Operations,2026-05-25
6,4,1,False,7,17,4,6,0,3,0.6929098705517909,6,2026-05-27,0,12520,CONGE,1092,Operations,2026-06-02
11,0,0,False,2,25,2,1,8,0,0.02592241388708696,21,2026-05-31,1,12521,AUTORISATION,1050,Sales,2026-06-01
7,1,1,True,10,41,4,2,3,1,0.3437535011617851,3,2026-05-21,0,12522,CONGE,1023,Support,2026-05-30
8,1,0,False,5,34,1,2,3,0,0.2210358125597096,26,2026-05-31,1,12523,TELETRAVAIL,1075,Sales,2026-06-04
9,0,0,False,3,43,1,0,3,0,0.29296249675752406,27,2026-05-24,1,12524,TELETRAVAIL,1013,Operations,2026-05-26
11,1,0,False,5,35,3,2,4,0,0.3147967702808019,10,2026-05-26,1,12525,TELETRAVAIL,1122,Support,2026-05-30
8,0,0,False,4,61,1,2,6,1,0.31037513193937,1,2026-06-07,1,12526,AUTORISATION,1138,Support,2026-06-10
8,1,0,False,4,52,1,0,9,1,0.01798917904958555,25,2026-06-05,1,12527,CONGE,1096,Engineering,2026-06-08
7,0,0,False,2,87,2,1,5,0,0.23071435534592047,22,2026-06-14,1,12528,TELETRAVAIL,1006,Operations,2026-06-15
3,2,2,False,4,20,9,6,3,4,0.5895534000280508,4,2026-05-23,0,12529,TELETRAVAIL,1071,Operations,2026-05-26
5,1,0,True,6,45,3,2,4,2,0.4961876120698797,5,2026-05-20,1,12530,TELETRAVAIL,1003,Finance,2026-05-25
8,0,0,False,5,83,1,0,4,1,0.2522045959837586,15,2026-06-08,1,12531,CONGE,1174,Sales,2026-06-12
11,0,0,False,5,83,2,0,8,1,0.362706211043371,18,2026-06-04,1,12532,CONGE,1179,Engineering,2026-06-08
5,0,0,False,2,26,1,2,6,1,0.3189836471826614,7,2026-06-21,1,12533,AUTORISATION,1001,Finance,2026-06-22
10,1,0,False,4,104,2,1,3,1,0.35137948980026007,16,2026-05-22,1,12534,CONGE,1057,Sales,2026-05-25
9,0,0,False,5,79,3,0,5,1,0.36777810951398654,20,2026-05-23,1,12535,AUTORISATION,1044,Engineering,2026-05-27
3,1,2,True,4,16,5,7,2,2,0.624507218381302,4,2026-05-26,0,12536,TELETRAVAIL,1156,Engineering,2026-05-29
5,4,2,True,8,35,5,9,2,5,0.6264238677589347,4,2026-05-25,0,12537,CONGE,1193,Engineering,2026-06-01
10,1,0,False,1,73,0,0,7,1,0.2552093620461708,18,2026-05-28,1,12538,CONGE,1029,Support,2026-05-28
8,0,0,False,2,88,3,1,8,0,0.07918304589588687,27,2026-06-20,1,12539,TELETRAVAIL,1077,Support,2026-06-21
10,1,0,False,5,118,1,2,7,1,0.16278913444478493,8,2026-06-06,1,12540,TELETRAVAIL,1123,Support,2026-06-10
8,0,0,False,5,50,1,0,7,0,0.3093909012067199,25,2026-06-18,1,12541,CONGE,1039,Support,2026-06-22
9,0,0,False,2,22,1,1,9,1,0.37668736468128816,13,2026-06-01,1,12542,TELETRAVAIL,1169,Sales,2026-06-02
7,0,0,False,2,104,1,2,5,0,0.08391255367497022,25,2026-07-02,1,12543,TELETRAVAIL,1101,Sales,2026-07-03
6,0,0,False,5,25,3,1,3,1,0.28920948419168924,16,2026-05-25,1,12544,AUTORISATION,1026,Sales,2026-05-29
6,4,1,True,8,5,11,8,3,5,0.6293610177349664,0,2026-05-25,0,12545,TELETRAVAIL,1189,Sales,2026-06-01
6,0,0,False,3,95,1,2,5,0,0.2050314073980553,17,2026-06-18,1,12546,CONGE,1082,Engineering,2026-06-20
11,0,0,False,2,29,1,0,7,1,0.05615832167109929,9,2026-06-16,1,12547,TELETRAVAIL,1189,Support,2026-06-17
11,0,0,False,5,35,0,2,4,0,0.03924697076717374,5,2026-06-06,1,12548,AUTORISATION,1001,Finance,2026-06-10
9,0,0,False,3,94,1,2,5,1,0.30074024209064554,24,2026-06-30,1,12549,AUTORISATION,1138,Support,2026-07-02
8,1,0,True,5,12,3,0,5,1,0.5930872207001294,5,2026-05-25,0,12550,TELETRAVAIL,1068,Support,2026-05-29
9,1,0,False,1,65,1,0,8,1,0.17405868859115228,19,2026-06-01,1,12551,TELETRAVAIL,1044,Finance,2026-06-01
11,0,0,False,3,97,1,2,8,0,0.1909565711919973,19,2026-06-27,1,12552,CONGE,1019,Sales,2026-06-29
8,0,0,False,3,32,2,0,5,1,0.1442432810609997,8,2026-06-20,1,12553,TELETRAVAIL,1137,Finance,2026-06-22
3,1,2,False,9,23,8,2,2,2,0.5134398225776466,6,2026-05-22,0,12554,TELETRAVAIL,1069,Sales,2026-05-30
8,4,1,True,5,17,10,8,2,3,0.5595104758123592,1,2026-05-25,0,12555,TELETRAVAIL,1156,Support,2026-05-29
6,5,2,True,7,30,7,8,1,3,0.6404580760517669,0,2026-05-23,0,12556,CONGE,1043,Finance,2026-05-29
10,1,0,False,4,86,0,0,7,1,0.3388747806554396,1,2026-06-10,1,12557,TELETRAVAIL,1081,Support,2026-06-13
3,2,2,True,3,22,10,6,0,3,0.6958940580316362,2,2026-05-28,0,12558,AUTORISATION,1044,Sales,2026-05-30
4,3,1,True,13,34,6,3,1,5,0.5176010653916908,0,2026-05-25,0,12559,CONGE,1150,Sales,2026-06-06
11,1,0,False,1,25,0,1,7,1,0.15571374337262167,28,2026-06-21,1,12560,AUTORISATION,1154,Sales,2026-06-21
3,1,2,False,13,7,11,9,1,3,0.8265038936949232,5,2026-05-26,0,12561,CONGE,1053,Finance,2026-06-07
8,4,1,False,7,15,6,9,3,4,0.7786343963085797,0,2026-05-27,0,12562,TELETRAVAIL,1022,Operations,2026-06-02
10,0,0,False,3,107,2,1,5,1,0.2724547508637886,3,2026-06-27,1,12563,TELETRAVAIL,1115,Sales,2026-06-29
10,0,0,False,3,43,2,2,6,1,0.0054760469052669075,28,2026-06-08,1,12564,AUTORISATION,1170,Operations,2026-06-10
7,6,1,False,5,5,9,3,3,2,0.7494687468967712,1,2026-05-24,0,12565,AUTORISATION,1083,Support,2026-05-28
6,3,1,True,5,2,5,7,0,4,0.660060929707304,0,2026-05-20,0,12566,TELETRAVAIL,1135,Operations,2026-05-24
10,0,0,False,2,95,1,1,3,0,0.18827639017893905,8,2026-05-25,1,12567,AUTORISATION,1117,Sales,2026-05-26
4,2,1,True,13,28,4,6,0,4,0.9354687785834845,1,2026-05-24,0,12568,TELETRAVAIL,1193,Engineering,2026-06-05
3,1,2,False,9,17,11,4,1,4,0.5571280810769513,0,2026-05-28,0,12569,CONGE,1015,Support,2026-06-05
5,0,0,False,1,77,1,1,8,0,0.39872511835919,5,2026-05-23,1,12570,CONGE,1043,Engineering,2026-05-23
6,3,2,False,10,19,6,4,1,3,0.8716795564610436,0,2026-05-27,0,12571,CONGE,1095,Finance,2026-06-05
7,5,1,False,6,26,6,2,2,5,0.5594881213970236,2,2026-05-24,0,12572,AUTORISATION,1063,Engineering,2026-05-29
5,0,0,False,2,31,0,0,4,0,0.3305920303213136,11,2026-06-19,1,12573,CONGE,1176,Finance,2026-06-20
6,1,0,True,7,51,6,2,5,1,0.593559181103789,9,2026-05-29,1,12574,TELETRAVAIL,1165,Support,2026-06-04
11,0,0,False,1,22,0,0,4,0,0.18158930021120093,13,2026-06-29,1,12575,TELETRAVAIL,1011,Support,2026-06-29
4,1,0,True,7,59,5,2,5,1,0.42371125077789623,8,2026-06-05,1,12576,AUTORISATION,1001,Support,2026-06-11
11,1,0,False,3,50,2,1,9,1,0.16783179509541024,20,2026-06-19,1,12577,CONGE,1150,Finance,2026-06-21
8,0,0,False,3,80,1,0,7,1,0.1562338849184585,11,2026-06-29,1,12578,TELETRAVAIL,1069,Finance,2026-07-01
11,1,0,False,4,54,2,1,8,1,0.15531069549034426,5,2026-06-30,1,12579,TELETRAVAIL,1067,Operations,2026-07-03
7,5,2,True,13,28,5,3,3,2,0.743329704163441,5,2026-05-28,0,12580,CONGE,1068,Finance,2026-06-09
9,0,0,False,4,90,2,1,9,0,0.04930244700024469,7,2026-06-30,1,12581,CONGE,1004,Engineering,2026-07-03
8,1,0,False,4,25,2,2,4,1,0.27854877957740326,27,2026-06-23,1,12582,CONGE,1012,Engineering,2026-06-26
11,1,0,False,3,115,1,2,4,0,0.1090647679775953,29,2026-06-22,1,12583,TELETRAVAIL,1027,Finance,2026-06-24
7,0,0,False,3,98,2,2,7,1,0.0626740282456328,20,2026-06-28,1,12584,AUTORISATION,1009,Engineering,2026-06-30
10,0,0,False,5,64,3,2,4,0,0.3609609059937118,3,2026-06-04,1,12585,CONGE,1148,Operations,2026-06-08
11,1,0,False,2,100,3,2,6,0,0.3015754500686037,26,2026-06-10,1,12586,TELETRAVAIL,1117,Sales,2026-06-11
6,0,0,False,5,26,3,0,3,1,0.042725754496410896,6,2026-06-19,1,12587,CONGE,1040,Support,2026-06-23
4,2,1,False,13,29,6,8,1,4,0.5925601997858027,3,2026-05-19,0,12588,CONGE,1146,Operations,2026-05-31
9,1,0,False,4,48,2,0,6,1,0.04116359880467893,6,2026-06-28,1,12589,CONGE,1080,Sales,2026-07-01
5,0,0,False,4,87,3,1,6,1,0.002324570252011826,23,2026-06-09,1,12590,TELETRAVAIL,1137,Operations,2026-06-12
4,3,1,True,3,30,4,9,0,4,0.705443643981166,3,2026-05-20,0,12591,CONGE,1180,Engineering,2026-05-22
10,0,0,False,1,40,1,2,7,0,0.22211900728037948,17,2026-06-11,1,12592,TELETRAVAIL,1045,Sales,2026-06-11
6,4,1,True,13,13,8,7,1,3,0.9038200278240114,4,2026-05-23,0,12593,TELETRAVAIL,1088,Sales,2026-06-04
7,5,1,True,3,32,11,6,2,3,0.6316170773157361,6,2026-05-26,0,12594,AUTORISATION,1157,Sales,2026-05-28
7,4,1,False,4,11,8,9,1,4,0.8982949749410893,1,2026-05-25,0,12595,TELETRAVAIL,1028,Finance,2026-05-28
6,1,1,True,10,22,2,0,4,1,0.41711462372545793,2,2026-05-25,0,12596,AUTORISATION,1167,Sales,2026-06-03
8,1,0,False,1,56,0,1,6,1,0.07084075840941746,2,2026-06-07,1,12597,TELETRAVAIL,1197,Finance,2026-06-07
8,7,2,False,3,9,7,5,0,2,0.7258856539030454,2,2026-05-25,0,12598,CONGE,1002,Finance,2026-05-27
6,0,0,False,3,31,0,1,6,1,0.23890021229943037,5,2026-06-10,1,12599,AUTORISATION,1047,Engineering,2026-06-12
6,1,1,True,13,34,3,4,5,1,0.5127954550982109,2,2026-05-22,1,12600,TELETRAVAIL,1037,Operations,2026-06-03
5,0,0,False,2,84,1,1,6,0,0.23861024579332626,6,2026-06-30,1,12601,CONGE,1035,Support,2026-07-01
9,1,0,False,4,61,3,2,4,0,0.3383805940756857,26,2026-06-30,1,12602,TELETRAVAIL,1172,Finance,2026-07-03
10,1,0,False,5,79,0,2,4,0,0.06296421420560994,14,2026-06-27,1,12603,CONGE,1076,Support,2026-07-01
8,1,0,False,1,99,0,2,5,1,0.16270024647605597,5,2026-06-02,1,12604,TELETRAVAIL,1143,Finance,2026-06-02
11,0,0,False,5,96,2,0,6,1,0.23339561931295225,0,2026-06-02,1,12605,AUTORISATION,1186,Engineering,2026-06-06
8,7,1,True,10,15,6,4,2,5,0.5785702100656503,1,2026-05-28,0,12606,CONGE,1146,Engineering,2026-06-06
7,1,0,True,10,26,2,0,5,2,0.4894849851491192,4,2026-06-05,0,12607,CONGE,1117,Sales,2026-06-14
8,6,2,True,8,24,8,2,2,2,0.7735464874738618,4,2026-05-25,0,12608,TELETRAVAIL,1060,Finance,2026-06-01
6,0,0,False,4,23,3,0,6,1,0.2770410010248818,20,2026-05-27,1,12609,AUTORISATION,1032,Sales,2026-05-30
6,0,0,False,5,75,0,2,6,1,0.26374013446538114,11,2026-06-17,1,12610,AUTORISATION,1044,Support,2026-06-21
11,1,0,False,5,78,2,1,6,1,0.22122586970630687,25,2026-06-29,1,12611,CONGE,1191,Finance,2026-07-03
7,1,0,True,10,34,3,4,3,2,0.530058172177572,2,2026-05-30,0,12612,AUTORISATION,1059,Engineering,2026-06-08
3,2,2,False,4,29,9,4,3,3,0.7778462934749475,2,2026-05-21,0,12613,CONGE,1186,Operations,2026-05-24
6,0,0,False,1,112,3,2,4,1,0.21382757362661098,14,2026-06-08,1,12614,CONGE,1192,Engineering,2026-06-08
5,1,1,True,5,38,6,0,6,1,0.32768597583364706,8,2026-06-01,1,12615,CONGE,1054,Sales,2026-06-05
3,1,1,False,12,34,4,4,1,2,0.5494010752643916,6,2026-05-28,0,12616,AUTORISATION,1117,Operations,2026-06-08
11,0,0,False,3,43,2,1,5,0,0.1287766566912576,2,2026-05-28,1,12617,CONGE,1138,Operations,2026-05-30
11,0,0,False,3,64,3,1,9,1,0.22298416532560134,11,2026-06-29,1,12618,CONGE,1145,Sales,2026-07-01
5,3,1,True,9,10,10,3,2,5,0.6800304228212704,4,2026-05-26,0,12619,CONGE,1005,Support,2026-06-03
7,3,1,True,13,3,8,2,2,2,0.5657841873053311,4,2026-05-21,0,12620,TELETRAVAIL,1111,Engineering,2026-06-02
11,1,0,False,1,53,0,1,9,0,0.2639918600658537,17,2026-05-23,1,12621,TELETRAVAIL,1103,Sales,2026-05-23
11,0,0,False,2,101,0,0,6,1,0.0005649548548607441,6,2026-05-24,1,12622,TELETRAVAIL,1147,Finance,2026-05-25
6,1,1,True,7,20,5,0,2,2,0.5068262447453864,5,2026-05-30,1,12623,CONGE,1068,Sales,2026-06-05
5,4,1,False,3,2,5,3,3,2,0.6639792898090431,0,2026-05-22,0,12624,TELETRAVAIL,1103,Sales,2026-05-24
3,2,2,False,9,11,8,6,1,4,0.5202973530148488,2,2026-05-21,0,12625,TELETRAVAIL,1182,Sales,2026-05-29
7,1,0,True,13,8,2,0,3,2,0.39668185495900715,3,2026-05-23,1,12626,CONGE,1142,Support,2026-06-04
6,0,0,False,2,97,0,1,8,0,0.3047639594324341,8,2026-06-08,1,12627,TELETRAVAIL,1136,Support,2026-06-09
5,2,2,True,14,2,8,5,2,3,0.5006718323727554,5,2026-05-23,0,12628,TELETRAVAIL,1103,Sales,2026-06-05
7,0,0,False,3,58,2,1,6,0,0.28677047737166467,20,2026-05-22,1,12629,AUTORISATION,1099,Engineering,2026-05-24
5,0,0,False,4,81,2,2,7,1,0.2896989293164592,21,2026-06-26,1,12630,CONGE,1080,Sales,2026-06-29
7,1,0,True,13,47,3,3,4,2,0.6352596846675158,8,2026-05-29,0,12631,TELETRAVAIL,1163,Finance,2026-06-10
6,4,1,True,4,32,7,7,3,5,0.7751224322182869,3,2026-05-22,0,12632,AUTORISATION,1071,Engineering,2026-05-25
10,0,0,False,1,36,1,1,8,0,0.24182485601271164,11,2026-06-12,1,12633,TELETRAVAIL,1028,Operations,2026-06-12
6,3,1,True,10,7,5,3,0,5,0.9161783959300227,5,2026-05-23,0,12634,CONGE,1151,Finance,2026-06-01
8,5,2,False,6,34,5,7,2,3,0.6021524692297905,4,2026-05-24,0,12635,AUTORISATION,1117,Sales,2026-05-29
11,0,0,False,3,108,0,1,8,0,0.16780093752728514,15,2026-06-12,1,12636,AUTORISATION,1072,Sales,2026-06-14
6,3,2,True,13,12,10,2,2,3,0.8035521815493143,4,2026-05-28,0,12637,CONGE,1079,Engineering,2026-06-09
5,3,2,True,11,10,8,8,3,5,0.6081530203328329,0,2026-05-22,0,12638,CONGE,1112,Support,2026-06-01
5,0,0,False,4,87,0,0,7,1,0.04636947878969484,1,2026-06-09,1,12639,TELETRAVAIL,1078,Engineering,2026-06-12
9,2,0,True,10,37,5,4,3,3,0.4981237293444857,1,2026-05-25,1,12640,TELETRAVAIL,1128,Engineering,2026-06-03
8,1,1,True,7,36,3,3,4,1,0.6736296625319802,5,2026-06-03,1,12641,TELETRAVAIL,1090,Finance,2026-06-09
4,1,0,True,12,58,2,1,2,2,0.40284076255806806,8,2026-06-05,1,12642,CONGE,1122,Support,2026-06-16
5,3,2,False,7,8,5,3,2,5,0.8164213145208659,5,2026-05-26,0,12643,CONGE,1131,Support,2026-06-01
8,1,1,True,9,25,5,3,4,1,0.4771796429124535,1,2026-05-31,1,12644,AUTORISATION,1066,Support,2026-06-08
7,0,0,False,3,48,3,0,7,0,0.33386426488459525,20,2026-05-29,1,12645,CONGE,1194,Operations,2026-05-31
4,2,2,True,5,23,4,9,3,5,0.6033653540386991,6,2026-05-28,0,12646,CONGE,1024,Sales,2026-06-01
6,3,2,True,4,13,11,5,0,3,0.7699674015067157,4,2026-05-25,0,12647,TELETRAVAIL,1028,Support,2026-05-28
6,1,0,True,9,33,4,2,3,1,0.6237100464340435,0,2026-05-26,0,12648,CONGE,1171,Operations,2026-06-03
6,0,0,False,2,52,2,1,4,0,0.02474459009131587,29,2026-06-07,1,12649,TELETRAVAIL,1194,Engineering,2026-06-08
5,0,0,False,2,51,1,1,9,0,0.04780422594527787,13,2026-06-30,1,12650,CONGE,1196,Sales,2026-07-01
6,0,0,False,1,72,1,0,9,0,0.2900705724116099,0,2026-05-28,1,12651,TELETRAVAIL,1052,Sales,2026-05-28
4,3,1,True,9,21,4,9,2,4,0.6901458053620266,4,2026-05-26,0,12652,AUTORISATION,1042,Operations,2026-06-03
10,0,0,False,4,88,2,0,8,0,0.20807974775980176,16,2026-06-17,1,12653,TELETRAVAIL,1174,Operations,2026-06-20
4,1,0,True,10,17,3,0,5,2,0.35720204576813563,1,2026-05-21,1,12654,AUTORISATION,1046,Sales,2026-05-30
8,6,1,False,6,26,11,8,1,4,0.9111037621070306,5,2026-05-24,0,12655,TELETRAVAIL,1062,Support,2026-05-29
5,1,0,True,7,34,3,1,3,2,0.5684956209692693,6,2026-06-07,0,12656,CONGE,1002,Sales,2026-06-13
10,1,0,False,1,33,0,2,8,1,0.2737050170963793,2,2026-06-02,1,12657,AUTORISATION,1075,Engineering,2026-06-02
10,0,0,False,3,41,3,2,4,1,0.11431492297342866,19,2026-05-25,1,12658,CONGE,1015,Engineering,2026-05-27
6,0,0,False,5,108,3,0,4,1,0.01656988333482188,7,2026-05-30,1,12659,AUTORISATION,1175,Support,2026-06-03
6,0,0,False,5,44,3,2,9,1,0.3927081891869186,20,2026-06-24,1,12660,AUTORISATION,1080,Sales,2026-06-28
7,0,0,False,4,50,0,1,5,0,0.2651803444346509,12,2026-06-20,1,12661,TELETRAVAIL,1023,Engineering,2026-06-23
4,3,1,True,7,26,10,3,3,4,0.850585607754339,6,2026-05-25,0,12662,CONGE,1021,Sales,2026-05-31
7,0,0,False,1,78,3,0,9,1,0.28896629334154195,13,2026-06-04,1,12663,CONGE,1182,Support,2026-06-04
6,0,0,False,4,75,1,0,5,0,0.05987212186657942,28,2026-06-07,1,12664,CONGE,1024,Finance,2026-06-10
5,3,2,True,12,10,10,8,1,2,0.5460925722862815,0,2026-05-27,0,12665,AUTORISATION,1113,Finance,2026-06-07
8,4,2,True,9,13,5,9,1,3,0.8017414686260398,3,2026-05-22,0,12666,AUTORISATION,1059,Operations,2026-05-30
10,0,0,False,5,37,2,2,6,0,0.010020896374980515,1,2026-06-11,1,12667,CONGE,1190,Support,2026-06-15
5,3,2,True,5,10,11,7,1,2,0.747782737798852,2,2026-05-21,0,12668,TELETRAVAIL,1008,Finance,2026-05-25
6,1,0,True,9,8,5,3,4,3,0.6355179031229282,3,2026-06-04,0,12669,AUTORISATION,1011,Support,2026-06-12
9,0,0,False,1,117,2,1,3,0,0.20248428066935814,12,2026-06-27,1,12670,CONGE,1130,Finance,2026-06-27
7,0,0,False,3,30,3,0,7,0,0.3389054482397374,7,2026-06-22,1,12671,TELETRAVAIL,1011,Operations,2026-06-24
6,0,0,False,3,40,2,0,6,1,0.22699526573482937,24,2026-06-20,1,12672,CONGE,1046,Support,2026-06-22
6,5,1,True,8,21,8,6,1,2,0.5934573566496092,5,2026-05-24,0,12673,AUTORISATION,1006,Sales,2026-05-31
7,4,1,False,8,27,6,5,1,4,0.6936920975312809,4,2026-05-25,0,12674,TELETRAVAIL,1111,Operations,2026-06-01
11,1,0,False,4,61,0,1,6,1,0.3820692722523498,13,2026-05-28,1,12675,AUTORISATION,1157,Operations,2026-05-31
7,0,0,False,1,49,1,2,5,0,0.07847601986737347,12,2026-05-30,1,12676,TELETRAVAIL,1079,Sales,2026-05-30
4,1,0,True,9,34,2,2,3,3,0.5316411782986923,3,2026-06-05,1,12677,AUTORISATION,1110,Engineering,2026-06-13
6,4,1,False,11,5,4,7,1,4,0.5405829717835027,0,2026-05-20,0,12678,CONGE,1056,Sales,2026-05-30
4,2,1,False,9,34,11,2,1,4,0.7930174725703205,3,2026-05-27,0,12679,TELETRAVAIL,1184,Finance,2026-06-04
10,1,0,False,1,43,1,0,7,1,0.2785203404922311,8,2026-06-20,1,12680,CONGE,1191,Sales,2026-06-20
7,3,2,True,8,21,9,2,1,5,0.9083895147370951,2,2026-05-19,0,12681,CONGE,1118,Finance,2026-05-26
3,1,2,False,14,18,8,9,3,2,0.9136448073381531,0,2026-05-25,0,12682,AUTORISATION,1149,Engineering,2026-06-07
7,0,0,False,4,109,1,0,9,0,0.3191719246804079,1,2026-06-17,1,12683,TELETRAVAIL,1016,Finance,2026-06-20
5,1,0,True,13,54,4,4,6,2,0.556601205551955,1,2026-06-07,1,12684,CONGE,1168,Sales,2026-06-19
10,0,0,False,5,29,3,0,9,1,0.38263181181251604,10,2026-06-09,1,12685,TELETRAVAIL,1003,Engineering,2026-06-13
6,0,0,False,4,30,3,2,8,0,0.05182043089349802,3,2026-06-06,1,12686,AUTORISATION,1152,Engineering,2026-06-09
10,1,0,False,1,117,2,2,6,0,0.0876583719894669,20,2026-06-16,1,12687,TELETRAVAIL,1071,Operations,2026-06-16
9,0,0,False,2,46,2,0,4,0,0.3949529690590738,8,2026-05-26,1,12688,TELETRAVAIL,1060,Support,2026-05-27
9,0,0,False,4,23,2,2,9,1,0.054808293756259556,0,2026-06-18,1,12689,TELETRAVAIL,1142,Finance,2026-06-21
7,0,0,False,2,48,0,0,8,0,0.2547559687948298,26,2026-06-06,1,12690,CONGE,1077,Operations,2026-06-07
8,1,1,True,5,57,4,1,2,2,0.6232210401243022,8,2026-06-01,0,12691,AUTORISATION,1124,Operations,2026-06-05
8,1,0,False,2,110,2,1,4,1,0.3680948302727666,12,2026-06-03,1,12692,CONGE,1162,Finance,2026-06-04
8,1,0,False,4,32,2,0,5,1,0.1965725888156052,9,2026-06-07,1,12693,CONGE,1022,Finance,2026-06-10
8,0,0,False,2,45,0,0,6,0,0.19487589391111532,21,2026-07-01,1,12694,CONGE,1164,Operations,2026-07-02
8,6,1,False,14,12,6,7,0,5,0.8804880654226604,5,2026-05-28,0,12695,CONGE,1164,Operations,2026-06-10
